State,District,Amount,Count
2021,chhattisgarh,69409843261.55008,39436437
2021,jammu & kashmir,17138349893.151793,6997570
2021,goa,9757242879.021431,5331549
2021,arunachal pradesh,3813779079.0166435,1177456
2021,delhi,266928345043.49225,157359004
2021,uttarakhand,36288189399.89833,20608402
2021,puducherry,6498834696.543897,3751387
2021,tamil nadu,263487341026.54623,146158442
2021,uttar pradesh,482172489166.39343,241949131
2021,madhya pradesh,425500768035.631,223314680
2021,andhra pradesh,850737499108.2986,352767134
2021,tripura,3468154361.036266,1744429
2021,lakshadweep,27383463.657951534,11384
2021,manipur,7889827962.396657,3086275
2021,maharashtra,915115055623.7152,573616486
2021,dadra & nagar haveli & daman & diu,3157668461.418905,2125083
2021,meghalaya,2193617254.8905916,909594
2021,andaman & nicobar islands,899147016.1122956,341414
2021,haryana,200357354238.6818,105680856
2021,rajasthan,561702765169.2324,287477039
2021,ladakh,1427259095.4703174,399716
2021,punjab,69531058562.6159,32171248
2021,assam,59192473376.66449,25432905
2021,jharkhand,104432643311.45735,54002145
2021,odisha,245864117477.27853,131824337
2021,bihar,374580255186.58875,155603622
2021,kerala,74226806436.15614,47191033
2021,karnataka,837887151230.051,530649046
2021,chandigarh,8417673939.9361,4417547
2021,telangana,1027958332797.5902,495867544
2021,himachal pradesh,16495634539.809265,9483902
2021,west bengal,279434811058.5615,141897437
2021,gujarat,210162054552.1156,111841396
2021,sikkim,2424899579.6753,976714
2021,nagaland,3156293963.781851,1130791
2021,mizoram,1122874473.3020918,394340
2021,chhattisgarh,78728771259.22594,44689420
2021,jammu & kashmir,22813755428.591625,10027819
2021,goa,8012853587.075999,4710135
2021,arunachal pradesh,4456425616.994377,1568338
2021,delhi,281941097684.5416,170157264
2021,uttarakhand,40990817874.83847,24000432
2021,puducherry,10423651801.230518,6368810
2021,tamil nadu,443723952594.79407,259155976
2021,uttar pradesh,773890970072.1896,406157932
2021,madhya pradesh,656887492404.479,404308084
2021,andhra pradesh,1156264447083.9226,522254003
2021,tripura,5496929464.299448,2520693
2021,lakshadweep,50998185.528381005,15470
2021,manipur,12658472038.211857,4687439
2021,maharashtra,1475358473128.29,1010731502
2021,dadra & nagar haveli & daman & diu,5565839386.3306675,4157085
2021,meghalaya,3848765400.1861496,1440193
2021,andaman & nicobar islands,1932610101.3236554,636123
2021,haryana,309240599300.4638,169686975
2021,rajasthan,903934418544.2667,487621597
2021,ladakh,2153535138.7802677,630187
2021,punjab,110710126241.99957,52359360
2021,assam,104184967893.21591,46020361
2021,jharkhand,166017119003.7058,96009042
2021,odisha,385251049689.91846,233925366
2021,bihar,519371614068.7477,245126945
2021,kerala,123342136943.36395,81823741
2021,karnataka,1375471324349.8777,931725438
2021,chandigarh,14373583510.61845,7898903
2021,telangana,1463758189500.9146,775989773
2021,himachal pradesh,26136220500.625923,14666864
2021,west bengal,462218037262.097,225029560
2021,gujarat,342382580053.62726,182987325
2021,sikkim,4196783261.6358047,1584345
2021,nagaland,4939083784.136465,1631483
2021,mizoram,1770665741.5230405,553329
2021,chhattisgarh,136399110518.81381,84717494
2021,jammu & kashmir,38926237425.771454,16790628
2021,goa,18627257115.86965,11088759
2021,arunachal pradesh,6943510352.611343,2390598
2021,delhi,488695314062.3906,292683359
2021,uttarakhand,66148108159.422195,40361280
2024,puducherry,19535004396.0,16008711
2024,tamil nadu,1050779594821.0,778536701
2024,uttar pradesh,2717475205234.0,2285955833
2024,madhya pradesh,1761082466531.0,1537738457
2024,andhra pradesh,3226645607489.0,2091371362
2024,tripura,19948846189.0,14400581
2024,lakshadweep,192408087.0,157478
2024,manipur,11671516831.0,5700096
2024,maharashtra,3687268662139.0,3287403995
2024,dadra & nagar haveli & daman & diu,21564631566.0,25446270
2024,meghalaya,16292956696.0,12110124
2024,andaman & nicobar islands,7663845009.0,5279250
2024,haryana,923206681798.0,794940220
2024,rajasthan,2472257715905.0,1935405035
2024,ladakh,12652871712.0,6913885
2024,punjab,256116156529.0,187554720
2024,assam,333558308550.0,295345591
2024,jharkhand,609909540592.0,522575883
2024,odisha,1177233944634.0,1023940349
2024,bihar,1780280473339.0,1352876223
2024,kerala,258302031309.0,214695458
2024,karnataka,3907202566484.0,3261134095
2024,chandigarh,19259257876.0,17708385
2024,telangana,3551316976598.0,2610137835
2024,himachal pradesh,56615941598.0,49737549
2024,west bengal,1607643782237.0,1084916445
2024,gujarat,963551388101.0,757441250
2024,sikkim,10569829072.0,7713781
2024,nagaland,12281315168.0,6981635
2024,mizoram,3923888231.0,2360206
2024,chhattisgarh,497360133758.0,443640102
2024,jammu & kashmir,144470345977.0,119555288
2024,goa,45913528012.0,36762111
2024,arunachal pradesh,31601956705.0,24447142
2024,delhi,958203383588.0,844844523
2024,uttarakhand,173414867549.0,159278815
2024,puducherry,17386481977.0,13446950
2024,tamil nadu,913861111062.0,640327197
2024,uttar pradesh,2477543106639.0,1785296948
2024,madhya pradesh,1625420229864.0,1286156614
2024,andhra pradesh,3012725669749.0,1755428485
2024,tripura,17752189374.0,11042639
2024,lakshadweep,130052381.0,81176
2024,manipur,9242973323.0,3845564
2024,maharashtra,3372898894856.0,2835770481
2024,dadra & nagar haveli & daman & diu,19519196325.0,21115009
2024,meghalaya,15629304658.0,8531262
2024,andaman & nicobar islands,6859151835.0,4184920
2024,haryana,806788219232.0,604293500
2024,rajasthan,2350500173790.0,1599474007
2024,ladakh,6085390661.0,2987101
2024,punjab,223303420322.0,142537179
2024,assam,321183906030.0,221525056
2024,jharkhand,559720237073.0,426759095
2024,odisha,1156388722536.0,864178452
2024,bihar,1637736864896.0,1078734783
2024,kerala,227077974738.0,181463966
2024,karnataka,3485248654506.0,2796439155
2024,chandigarh,15842176181.0,13155173
2024,telangana,3203769301073.0,2179385307
2024,himachal pradesh,47884231339.0,39520561
2024,west bengal,1422025506833.0,836408587
2024,gujarat,871619464924.0,606576671
2024,sikkim,9455721523.0,5820146
2024,nagaland,10044915308.0,4258924
2024,mizoram,3630096730.0,1627016
2024,chhattisgarh,463009809901.0,366176684
2024,jammu & kashmir,93960928941.0,75116355
2024,goa,45351900260.0,35013987
2024,arunachal pradesh,26047044476.0,16406414
2024,delhi,832514031113.0,650734058
2024,uttarakhand,150276835263.0,123234577
2024,puducherry,18242009736.0,14564895
2024,tamil nadu,985151149866.0,705083686
2024,uttar pradesh,2704223360067.0,2135538658
2024,madhya pradesh,1779679946627.0,1435472057
2024,andhra pradesh,3181922420088.0,1930122300
2024,tripura,18137431068.0,12787547
2024,lakshadweep,146212841.0,109085
2024,manipur,10898000793.0,5063324
2024,maharashtra,3573189333587.0,3063494802
2024,dadra & nagar haveli & daman & diu,20328992711.0,23393115
2024,meghalaya,16794614094.0,11089661
2024,andaman & nicobar islands,7295780330.0,4653224
2024,haryana,905444595600.0,738553925
2024,rajasthan,2497094537924.0,1818855106
2024,ladakh,10125723348.0,5327359
2024,punjab,244435036984.0,171946137
2024,assam,345308670210.0,271327087
2024,jharkhand,620115922491.0,499685871
2024,odisha,1164839284001.0,944027735
2024,bihar,1886846564676.0,1313888385
2024,kerala,242003822595.0,194872467
2024,karnataka,3785034703438.0,3042012848
2024,chandigarh,17556903812.0,15940973
2024,telangana,3461542433312.0,2417264357
2024,himachal pradesh,59849740702.0,52583801
2024,west bengal,1547343815564.0,980480707
2024,gujarat,910625046933.0,690395153
2024,sikkim,11296518155.0,7188322
2024,nagaland,11012913096.0,5598700
2024,mizoram,3798477640.0,1977079
2024,chhattisgarh,496313432419.0,412047705
2024,jammu & kashmir,129061756911.0,108179014
2024,goa,47454830712.0,37000806
2024,arunachal pradesh,29706351630.0,19478372
2024,delhi,896917676180.0,777540400
2024,uttarakhand,180612915790.0,158564982
2024,puducherry,19965392547.0,16559677
2024,tamil nadu,1087632875606.0,820423888
2024,uttar pradesh,3214106522459.0,2544890265
2024,madhya pradesh,2003305068845.0,1685401835
2024,andhra pradesh,3452015568966.0,2296445544
2024,tripura,22409905268.0,15945159
2024,lakshadweep,247756681.0,197777
2024,manipur,12061708556.0,5750423
2024,maharashtra,4151028450887.0,3634231839
2024,dadra & nagar haveli & daman & diu,23945221461.0,28463700
2024,meghalaya,19674927433.0,14166380
2024,andaman & nicobar islands,8920944773.0,6063900
2024,haryana,1031959359354.0,841394290
2024,rajasthan,2793049371408.0,2043469547
2024,ladakh,10854417654.0,5711284
2024,punjab,289125652032.0,199509220
2024,assam,382786405959.0,332441531
2024,jharkhand,704010501034.0,586904686
2024,odisha,1305457593239.0,1143097568
2024,bihar,2098927476047.0,1559667675
2024,kerala,273639970566.0,233112441
2024,karnataka,4151819803822.0,3455056424
2024,chandigarh,20501385889.0,18528444
2024,telangana,3859050535418.0,2822451603
2024,himachal pradesh,63736996234.0,53798398
2024,west bengal,1810100029406.0,1227135682
2024,gujarat,1076014501422.0,827374966
2024,sikkim,12641101398.0,8916870
2024,nagaland,13959098676.0,7921552
2024,mizoram,4461162922.0,2702443
2024,chhattisgarh,576828444625.0,500655404
2024,jammu & kashmir,160950980732.0,126261217
2024,goa,56562589543.0,46131536
2024,arunachal pradesh,35079886873.0,26793457
2024,delhi,1057060485903.0,910543082
2024,uttarakhand,194908790959.0,171136132
2023,puducherry,16444491839.0,12379641
2023,tamil nadu,833105264698.0,556085008
2023,uttar pradesh,1861748362006.0,1354622466
2023,madhya pradesh,1237821998249.0,978812593
2023,andhra pradesh,2653414098098.0,1475164403
2023,tripura,15249223330.0,9108762
2023,lakshadweep,94527061.0,43757
2023,manipur,3608286601.0,865478
2023,maharashtra,2752172184241.0,2290678587
2023,dadra & nagar haveli & daman & diu,15096066463.0,15370328
2023,meghalaya,11406633080.0,6029842
2023,andaman & nicobar islands,5211596791.0,3098376
2023,haryana,677491980740.0,501519478
2023,rajasthan,1800225443616.0,1237232167
2023,ladakh,8250572243.0,3621366
2023,punjab,205225582737.0,132161181
2023,assam,244058014402.0,167575351
2023,jharkhand,418384424020.0,318237426
2023,odisha,840298338124.0,622397603
2023,bihar,1148153363366.0,734238751
2023,kerala,220332613329.0,170658651
2023,karnataka,2985880895587.0,2369262302
2023,chandigarh,15426783311.0,13052165
2023,telangana,2870202901073.0,1875045924
2023,himachal pradesh,41854571637.0,33337054
2023,west bengal,1071548606382.0,632093191
2023,gujarat,707737036450.0,479303590
2023,sikkim,8107237421.0,4804937
2023,nagaland,8616299673.0,3422331
2023,mizoram,3106130235.0,1310413
2023,chhattisgarh,350379679526.0,283492657
2023,jammu & kashmir,86016148426.0,63903579
2023,goa,37375179974.0,26999728
2023,arunachal pradesh,21127391086.0,12802433
2023,delhi,708199251438.0,546706983
2023,uttarakhand,128762398121.0,106284687
2023,puducherry,14222388506.0,10144295
2023,tamil nadu,715583673518.0,461212387
2023,uttar pradesh,1636936265372.0,1002557722
2023,madhya pradesh,1062026599901.0,734566970
2023,andhra pradesh,2249051316530.0,1145532464
2023,tripura,13288282891.0,7118687
2023,lakshadweep,85321961.0,29520
2023,manipur,8585564092.0,3258383
2023,maharashtra,2362285906059.0,1848268499
2023,dadra & nagar haveli & daman & diu,12614091200.0,11803985
2023,meghalaya,10084840615.0,4164705
2023,andaman & nicobar islands,4461528587.0,2276392
2023,haryana,591150623736.0,381318464
2023,rajasthan,1554913375850.0,921096686
2023,ladakh,3849021298.0,1567246
2023,punjab,175508676860.0,96910821
2023,assam,212354167087.0,113760638
2023,jharkhand,367371336021.0,240458103
2023,odisha,753968977663.0,482896088
2023,bihar,1039276959944.0,547831195
2023,kerala,193637089677.0,147621565
2023,karnataka,2470227226317.0,1844697189
2023,chandigarh,12824894394.0,9815605
2023,telangana,2372581734284.0,1440331458
2023,himachal pradesh,37740947734.0,27301726
2023,west bengal,896883182555.0,459278344
2023,gujarat,597826188806.0,362511326
2023,sikkim,6762568022.0,3396128
2023,nagaland,7814397854.0,2685570
2023,mizoram,2955622739.0,1052595
2023,chhattisgarh,301088936459.0,214748957
2023,jammu & kashmir,55921747581.0,38927244
2023,goa,35096965775.0,24195070
2023,arunachal pradesh,16394578454.0,8042825
2023,delhi,611403109580.0,409753103
2023,uttarakhand,107179907585.0,79385675
2023,puducherry,15386733257.0,11130326
2023,tamil nadu,776362551015.0,498429638
2023,uttar pradesh,1836622076526.0,1211410582
2023,madhya pradesh,1202440949508.0,848037060
2023,andhra pradesh,2506039086916.0,1305656964
2023,tripura,13919130082.0,7929543
2023,lakshadweep,97987438.0,34918
2023,manipur,4463876653.0,1606271
2023,maharashtra,2606004606468.0,2063717848
2023,dadra & nagar haveli & daman & diu,13750538188.0,13357115
2023,meghalaya,11084506486.0,5077212
2023,andaman & nicobar islands,4990344236.0,2707775
2023,haryana,661742128636.0,457536190
2023,rajasthan,1698455586300.0,1073459338
2023,ladakh,7191103886.0,2943815
2023,punjab,194181575454.0,117290289
2023,assam,235110788783.0,138290953
2023,jharkhand,422214727508.0,289233893
2023,odisha,799332054104.0,544597829
2023,bihar,1226046745390.0,683933094
2023,kerala,207796670985.0,156170617
2023,karnataka,2777599098830.0,2067867526
2023,chandigarh,14414408750.0,11553687
2023,telangana,2698149935008.0,1665430971
2023,himachal pradesh,46875063718.0,35061595
2023,west bengal,1009315106972.0,545317686
2023,gujarat,645407208525.0,416922553
2023,sikkim,8580350436.0,4412967
2023,nagaland,8021399310.0,2922001
2023,mizoram,3191806576.0,1208930
2023,chhattisgarh,333156846754.0,249931636
2023,jammu & kashmir,76530005380.0,54588299
2023,goa,38412206943.0,26530590
2023,arunachal pradesh,19805698664.0,10360488
2023,delhi,661728515657.0,482138998
2023,uttarakhand,134072872398.0,102758214
2023,puducherry,17024510550.0,12986163
2023,tamil nadu,872870665005.0,593481381
2023,uttar pradesh,2257441161652.0,1566705382
2023,madhya pradesh,1426502880687.0,1102294613
2023,andhra pradesh,2802514977823.0,1596987426
2023,tripura,16819896794.0,10140910
2023,lakshadweep,119831383.0,63479
2023,manipur,6800325298.0,2113200
2023,maharashtra,3098014934958.0,2572162725
2023,dadra & nagar haveli & daman & diu,17558059967.0,18302373
2023,meghalaya,13873058692.0,7268384
2023,andaman & nicobar islands,6269552499.0,3695783
2023,haryana,782270484600.0,554748233
2023,rajasthan,2066379607801.0,1349472154
2023,ladakh,6942986945.0,3150218
2023,punjab,231139462165.0,142228995
2023,assam,285603636931.0,193752157
2023,jharkhand,498720104925.0,374538362
2023,odisha,978791865637.0,732137476
2023,bihar,1434735808415.0,924427274
2023,kerala,224985321465.0,179843093
2023,karnataka,3241376424383.0,2564434164
2023,chandigarh,16281223001.0,13280078
2023,telangana,3116417474765.0,2020822178
2023,himachal pradesh,48280246564.0,38651839
2023,west bengal,1249394976078.0,737953238
2023,gujarat,795087199074.0,534115578
2023,sikkim,8590608471.0,4857324
2023,nagaland,9674575422.0,3797179
2023,mizoram,3540840283.0,1500728
2023,chhattisgarh,403985034545.0,321876332
2023,jammu & kashmir,93070141760.0,69167132
2023,goa,44287671557.0,33460978
2023,arunachal pradesh,24128799794.0,14617742
2023,delhi,799649719349.0,598150746
2023,uttarakhand,148083447262.0,118071440
2022,puducherry,10854317711.140945,7042727
2022,tamil nadu,631879220373.2378,393496175
2022,uttar pradesh,1121370050898.7214,703589072
2022,madhya pradesh,1032908494249.5833,731259559
2022,andhra pradesh,1385077409712.0752,642855035
2022,tripura,8648352804.91115,4256579
2022,lakshadweep,47580009.61750026,15241
2022,manipur,15381430267.299776,6352742
2022,maharashtra,1947579187374.532,1486389417
2022,dadra & nagar haveli & daman & diu,7520647359.499438,6465621
2022,meghalaya,9603300797.121542,4359165
2022,andaman & nicobar islands,3310631772.137388,1584379
2022,haryana,428054494578.0213,269361810
2022,rajasthan,1238489256318.2175,767541360
2022,ladakh,3605199350.373912,1190858
2022,punjab,149319443006.3546,84177897
2022,assam,161489079054.89807,86113811
2022,jharkhand,229412884063.95636,146815332
2022,odisha,564545557340.5428,386687326
2022,bihar,791446486557.8687,437367385
2022,kerala,162260419315.42975,119362904
2022,karnataka,1665918232610.94,1189761328
2022,chandigarh,20559757737.40586,13478173
2022,telangana,2706325865752.0645,1628165401
2022,himachal pradesh,37380782688.54074,25164868
2022,west bengal,704749898612.1294,356792388
2022,gujarat,497437502209.44305,303239732
2022,sikkim,5162880543.891459,2396758
2022,nagaland,5364400495.050829,1894113
2022,mizoram,1946265612.067956,659038
2022,chhattisgarh,220161558081.9853,158252587
2022,jammu & kashmir,40963554502.24847,22534394
2022,goa,19574265275.70635,13188687
2022,arunachal pradesh,9025110785.048618,3939418
2022,delhi,677612647116.1133,475592161
2022,uttarakhand,92641259938.36333,63996519
2022,puducherry,12083474905.386654,7359176
2022,tamil nadu,512789201600.61597,294573150
2022,uttar pradesh,883123174117.039,473953246
2022,madhya pradesh,747665139599.6421,472703058
2022,andhra pradesh,1294320646554.8625,582603911
2022,tripura,6247329764.349836,2871190
2022,lakshadweep,54939432.65393007,16397
2022,manipur,14144501078.373814,5313679
2022,maharashtra,1681399273981.1614,1169506438
2022,dadra & nagar haveli & daman & diu,6237048367.262389,4802803
2022,meghalaya,4662338331.33188,1674750
2022,andaman & nicobar islands,2129030202.0751667,794748
2022,haryana,341304042652.78125,191988609
2022,rajasthan,1022050180980.1362,564962220
2022,ladakh,2025040918.8422096,630015
2022,punjab,118389978105.96233,57758302
2022,assam,132280437892.70251,58889886
2022,jharkhand,194700207087.16907,110911210
2022,odisha,451227311779.7898,263633499
2022,bihar,611411695731.1454,284390434
2022,kerala,139988942464.69464,95280965
2022,karnataka,1566649488305.8838,1057855407
2022,chandigarh,15174991549.840002,8600491
2022,telangana,1670638169828.999,886453385
2022,himachal pradesh,26518447439.932728,16088180
2022,west bengal,551426663209.5653,260505092
2022,gujarat,392548092253.5477,210547146
2022,sikkim,4367431275.863418,1744302
2022,nagaland,5544951708.895753,1925952
2022,mizoram,1945158963.6112473,604917
2022,chhattisgarh,157847045454.8349,97413292
2022,jammu & kashmir,33147863626.158833,16245311
2022,goa,19816445402.846123,12214098
2022,arunachal pradesh,7828091628.0873575,2804068
2022,delhi,536964920836.2892,330999861
2022,uttarakhand,70978782500.07388,44560772
2022,puducherry,13778745255.768896,8643687
2022,tamil nadu,590134727678.3616,354506937
2022,uttar pradesh,1067515182419.9624,595298776
2022,madhya pradesh,867024737328.533,544899829
2022,andhra pradesh,1479853948202.9194,671134030
2022,tripura,6878271042.0352955,3418664
2022,lakshadweep,55929601.98990567,17569
2022,manipur,14922910635.149328,6105632
2022,maharashtra,2006272382175.94,1407533113
2022,dadra & nagar haveli & daman & diu,6995159780.810846,5759771
2022,meghalaya,5281491421.884784,2044649
2022,andaman & nicobar islands,2685920350.080267,1071217
2022,haryana,395234035249.5022,234699962
2022,rajasthan,1152833518600.3425,661170150
2022,ladakh,3543318177.9962664,1118073
2022,punjab,137345426369.22662,72272823
2022,assam,153111042086.78204,76334725
2022,jharkhand,225636227828.13763,132925275
2022,odisha,510035012340.00885,313451598
2022,bihar,754461454966.1152,360145029
2022,kerala,154696329549.125,106365322
2022,karnataka,1867146114059.2139,1277448960
2022,chandigarh,17283500158.371002,10772489
2022,telangana,1951414544517.1062,1063382557
2022,himachal pradesh,33709107958.242233,21291371
2022,west bengal,648575179584.2422,315742141
2022,gujarat,446798000976.83795,252052796
2022,sikkim,5611105670.307129,2322081
2022,nagaland,5740285349.020275,2031329
2022,mizoram,2003186567.1089382,643977
2022,chhattisgarh,181181677163.7799,116584048
2022,jammu & kashmir,46254290836.635826,23813747
2022,goa,22873037759.520226,14216054
2022,arunachal pradesh,9131665374.225872,3556925
2022,delhi,629855650458.2181,410634184
2022,uttarakhand,88313371025.334,58166878
2022,puducherry,11142204877.174492,7556127
2022,tamil nadu,675689667591.437,436316636
2022,uttar pradesh,1376378802069.4858,836369071
2022,madhya pradesh,1302999857548.291,898828268
2022,andhra pradesh,1424725083041.687,690017077
2022,tripura,10452971818.154081,5198190
2022,lakshadweep,54813873.614936255,17147
2022,manipur,15625956698.341496,6428670
2022,maharashtra,2210470839617.1724,1688775272
2022,dadra & nagar haveli & daman & diu,8059640746.081128,7189585
2022,meghalaya,8996541156.34871,3932448
2022,andaman & nicobar islands,3984674404.428784,1987535
2022,haryana,490490659880.10236,296648365
2022,rajasthan,1456956699398.6523,865574848
2022,ladakh,2894477572.6789374,1083372
2022,punjab,168107427177.94028,91835180
2022,assam,192653519187.54803,103981267
2022,jharkhand,277971737448.5812,175300092
2022,odisha,652217064523.9851,445714743
2022,bihar,936012149674.8281,517084649
2022,kerala,173559808599.71005,132960468
2022,karnataka,1904516622907.6313,1378910371
2022,chandigarh,27879754566.939415,17904840
2022,telangana,2978252562916.1367,1819506832
2022,himachal pradesh,41779343232.37363,28555136
2022,west bengal,787775633607.248,405847597
2022,gujarat,567918305336.5343,341156018
2022,sikkim,6458385389.419817,3058339
2022,nagaland,6969966384.314047,2476205
2022,mizoram,2037911085.2630136,693774
2022,chhattisgarh,252519180810.47455,177960446
2022,jammu & kashmir,44315295915.49408,27316158
2022,goa,24924986371.339146,17192674
2022,arunachal pradesh,9684909697.502243,4632709
2022,delhi,744915016018.5759,515203457
2022,uttarakhand,115496046831.35889,77983880
